from,to,fromModule,toModule,FromSub-Model,ToSub-Model,Distance,Type1,Type2
POP,HLCOSTLESUB,Demography,Health,Other: Population,Other: Health Cost and Expenditure,0,1,1
hlcostletime,HLCOSTLESUB,Health,Health,Other: Health Cost and Expenditure,Other: Health Cost and Expenditure,9,2,1
I,HLCOSTLESUB,Economy,Health,Other: Investment,Other: Health Cost and Expenditure,1184,1,1
DEATHS,HLCOSTLESUB,Demography,Health,Other: Mortality,Other: Health Cost and Expenditure,1184,1,1
migrateinm,HLCOSTLESUB,Demography,Health,Other: Migration,Other: Health Cost and Expenditure,1250,2,1
migratebalancesw,HLCOSTLESUB,Demography,Health,Other: Migration,Other: Health Cost and Expenditure,1212,2,1
contiguity,HLCOSTLESUB,Interstate,Health,Other: Alliances,Other: Health Cost and Expenditure,1280,2,1
migrateoutm,HLCOSTLESUB,Demography,Health,Other: Migration,Other: Health Cost and Expenditure,1251,2,1
I,HLCOSTMORB,Economy,Health,Other: Investment,Other: Health Cost and Expenditure,1186,1,1
DEATHS,HLCOSTMORB,Demography,Health,Other: Mortality,Other: Health Cost and Expenditure,1186,1,1
POP,HLCOSTMORB,Demography,Health,Other: Population,Other: Health Cost and Expenditure,1186,1,1
migrateinm,HLCOSTMORB,Demography,Health,Other: Migration,Other: Health Cost and Expenditure,1252,2,1
migratebalancesw,HLCOSTMORB,Demography,Health,Other: Migration,Other: Health Cost and Expenditure,1214,2,1
contiguity,HLCOSTMORB,Interstate,Health,Other: Alliances,Other: Health Cost and Expenditure,1282,2,1
migrateoutm,HLCOSTMORB,Demography,Health,Other: Migration,Other: Health Cost and Expenditure,1253,2,1
MIGRANTS,HLCOSTMORB,Demography,Health,Other: Migration,Other: Health Cost and Expenditure,1226,1,1
POP15TO65,HLCOSTMORB,Demography,Health,Other: Population,Other: Health Cost and Expenditure,1226,1,1
POPFOREIGNIN,HLCOSTMORB,Demography,Health,Other: Population,Other: Health Cost and Expenditure,1226,1,1
DEATHCAT,HLCOSTMORT,Health,Health,Other: Mortality,Other: Health Cost and Expenditure,0,1,1
HLCOST,HLCOSTOTHER,Health,Health,Other: Health Cost and Expenditure,Other: Health Cost and Expenditure,0,1,1
hlcostotherrattarget,HLCOSTOTHER,Health,Health,Other: Health Cost and Expenditure,Other: Health Cost and Expenditure,0,2,1
HLCOSTLE,HLCOSTOTHER,Health,Health,Other: Health Cost and Expenditure,Other: Health Cost and Expenditure,0,1,1
hlcostotherrattargetconv,HLCOSTOTHER,Health,Health,Other: Health Cost and Expenditure,Other: Health Cost and Expenditure,0,2,1
HLCOSTMORT,HLCOSTOTHER,Health,Health,Other: Health Cost and Expenditure,Other: Health Cost and Expenditure,5,1,1
HLCOSTMORB,HLCOSTOTHER,Health,Health,Other: Health Cost and Expenditure,Other: Health Cost and Expenditure,6,1,1
I,HLCOSTOTHER,Economy,Health,Other: Investment,Other: Health Cost and Expenditure,1193,1,1
DEATHS,HLCOSTOTHER,Demography,Health,Other: Mortality,Other: Health Cost and Expenditure,1193,1,1
POP,HLCOSTOTHER,Demography,Health,Other: Population,Other: Health Cost and Expenditure,1193,1,1
migrateinm,HLCOSTOTHER,Demography,Health,Other: Migration,Other: Health Cost and Expenditure,1259,2,1
migratebalancesw,HLCOSTOTHER,Demography,Health,Other: Migration,Other: Health Cost and Expenditure,1221,2,1
contiguity,HLCOSTOTHER,Interstate,Health,Other: Alliances,Other: Health Cost and Expenditure,1289,2,1
migrateoutm,HLCOSTOTHER,Demography,Health,Other: Migration,Other: Health Cost and Expenditure,1260,2,1
GDS,HLCOSTOTHER,Economy,Health,Other: Government Finance,Other: Health Cost and Expenditure,0,1,1
HLEXPENDPRIV,HLCOSTOTHER,Health,Health,Other: Health Cost and Expenditure,Other: Health Cost and Expenditure,0,1,1
HLYLL,HLDALY,Health,Health,Other: Years of Life lost to Mortality,Other: Disability Adjusted Life Years,0,1,1
HLYLD,HLDALY,Health,Health,Other: Years of Life Lost to Disability,Other: Disability Adjusted Life Years,0,1,1
ENVPM2PT5,HLDALY,Environment,Health,Other: Carbon Emissions,Other: Disability Adjusted Life Years,365,1,1
hlpm2pt5sw,HLDALY,Health,Health,Other: Health and Environment,Other: Disability Adjusted Life Years,365,2,1
HLBMI,HLDIABETESRR,Health,Health,Other: BMI,Other: Diabetes,2,1,2
POP,HLDIABETESRR,Demography,Health,Other: Population,Other: Diabetes,1,1,2
GDS,HLEXPEND,Economy,Health,Other: Government Finance,Other: Health Cost and Expenditure,0,1,1
HLEXPENDPRIV,HLEXPEND,Health,Health,Other: Health Cost and Expenditure,Other: Health Cost and Expenditure,0,1,1
HLCOST,HLEXPENDPRIV,Health,Health,Other: Health Cost and Expenditure,Other: Health Cost and Expenditure,0,1,1
hlobesitym,HLOBESITY,Health,Health,Other: BMI,Other: BMI,0,2,1
POP,HLOBESITY,Demography,Health,Other: Population,Other: BMI,2,1,1
hlsmokingfloor,HLSMOKING,Health,Health,Other: Smoking,Other: Smoking,0,2,1
hlsmokingdecm,HLSMOKING,Health,Health,Other: Smoking,Other: Smoking,0,2,1
I,HLSMOKING,Economy,Health,Other: Investment,Other: Smoking,998,1,1
DEATHS,HLSMOKING,Demography,Health,Other: Mortality,Other: Smoking,862,1,1
POP,HLSMOKING,Demography,Health,Other: Population,Other: Smoking,862,1,1
migrateinm,HLSMOKING,Demography,Health,Other: Migration,Other: Smoking,928,2,1
migratebalancesw,HLSMOKING,Demography,Health,Other: Migration,Other: Smoking,890,2,1
contiguity,HLSMOKING,Interstate,Health,Other: Alliances,Other: Smoking,958,2,1
migrateoutm,HLSMOKING,Demography,Health,Other: Migration,Other: Smoking,929,2,1
hlsmokingceiling,HLSMOKING,Health,Health,Other: Smoking,Other: Smoking,0,2,1
C,HLSMOKING,Economy,Health,Other: consumption,Other: Smoking,0,1,1
MIGRANTS,HLSMOKING,Demography,Health,Other: Migration,Other: Smoking,892,1,1
POP15TO65,HLSMOKING,Demography,Health,Other: Population,Other: Smoking,892,1,1
POPFOREIGNIN,HLSMOKING,Demography,Health,Other: Population,Other: Smoking,892,1,1
hlsmokingincm,HLSMOKING,Health,Health,Other: Smoking,Other: Smoking,0,2,1
hlsmokingm,HLSMOKING,Health,Health,Other: Smoking,Other: Smoking,0,2,1
hlsmokingtcs,hlsmokingdecm,Health,Health,Other: Smoking,Other: Smoking,0,2,2
hlsmokingtcsel,hlsmokingdecm,Health,Health,Other: Smoking,Other: Smoking,0,2,2
hlsmkel,HLSMOKINGIMP,Health,Health,Other: Smoking,Other: Smoking,0,2,2
hlsmkimeff,HLSMOKINGIMP,Health,Health,Other: Smoking,Other: Smoking,2,2,2
HLSMOKING,HLSMOKINGIMP,Health,Health,Other: Smoking,Other: Smoking,3,1,2
hlsmokingm,HLSMOKINGIMP,Health,Health,Other: Smoking,Other: Smoking,4,2,2
POP,HLSMOKINGIMP,Demography,Health,Other: Population,Other: Smoking,3,1,2
hlsmokingtcs,hlsmokingincm,Health,Health,Other: Smoking,Other: Smoking,0,2,2
hlsmokingtcsel,hlsmokingincm,Health,Health,Other: Smoking,Other: Smoking,0,2,2
hlsmokingtcsm,hlsmokingtcs,Health,Health,Other: Smoking,Other: Smoking,0,2,2
POP,HLSTUNT,Demography,Health,Other: Population,Other: Stunting,0,1,1
POPLE15,HLSTUNT,Demography,Health,Other: Population,Other: Stunting,0,1,1
MALNCHP,HLSTUNT,Demography,Health,Other: Nutrition,Other: Stunting,6,1,1
MALNCHPSAM,HLSTUNT,Demography,Health,Other: Nutrition,Other: Stunting,6,1,1
malnchpsamtostunt,HLSTUNT,Demography,Health,Other: Nutrition,Other: Stunting,6,2,1
GDPPCP,HLSTUNT,Economy,Health,Other: GDP,Other: Stunting,13,1,1
DEATHS,HLSTUNT,Demography,Health,Other: Mortality,Other: Stunting,251,1,1
EDYRSAG25,HLSTUNT,Education,Health,Other: Years of Education,Other: Stunting,675,1,1
GOVCORRUPT,HLSTUNT,Sociopolitical,Health,Other: Corruption,Other: Stunting,675,1,1
SFINTLWARMAG,HLSTUNT,Sociopolitical,Health,Other: State failure,Other: Stunting,675,1,1
hlmortcdadltm,HLSTUNT,Health,Health,Other: Mortality,Other: Stunting,265,2,1
svtohlsw,HLSTUNT,Sociopolitical,Health,Other: Violence,Other: Stunting,265,2,1
hlstuntyrs,HLSTUNT,Health,Health,Other: Stunting,Other: Stunting,26,2,1
POPWORKING,HLSTUNTWORK,Demography,Health,Other: Population,Other: Stunting,0,1,1
MALNCHP,HLSTUNTWORK,Demography,Health,Other: Nutrition,Other: Stunting,19,1,1
MALNCHPSAM,HLSTUNTWORK,Demography,Health,Other: Nutrition,Other: Stunting,19,1,1
malnchpsamtostunt,HLSTUNTWORK,Demography,Health,Other: Nutrition,Other: Stunting,19,2,1
POP,HLSTUNTWORK,Demography,Health,Other: Population,Other: Stunting,19,1,1
GDPPCP,HLSTUNTWORK,Economy,Health,Other: GDP,Other: Stunting,26,1,1
DEATHS,HLSTUNTWORK,Demography,Health,Other: Mortality,Other: Stunting,264,1,1
EDYRSAG25,HLSTUNTWORK,Education,Health,Other: Years of Education,Other: Stunting,688,1,1
GOVCORRUPT,HLSTUNTWORK,Sociopolitical,Health,Other: Corruption,Other: Stunting,688,1,1
SFINTLWARMAG,HLSTUNTWORK,Sociopolitical,Health,Other: State failure,Other: Stunting,688,1,1
hlmortcdadltm,HLSTUNTWORK,Health,Health,Other: Mortality,Other: Stunting,278,2,1
svtohlsw,HLSTUNTWORK,Sociopolitical,Health,Other: Violence,Other: Stunting,278,2,1
HLSTUNT,HLSTUNTWORK,Health,Health,Other: Stunting,Other: Stunting,591,1,1
I,HLSTUNTWORK,Economy,Health,Other: Investment,Other: Stunting,591,1,1
hltfragepeak,hltfrageinit,Demography,Demography,Other: Birth and Fertility,Other: Birth and Fertility,0,2,2
hltfragestop,hltfragepeak,Demography,Demography,Other: Birth and Fertility,Other: Birth and Fertility,0,2,2
ENVPM2PT5,HLYLD,Environment,Health,Other: Carbon Emissions,Other: Years of Life Lost to Disability,364,1,1
hlpm2pt5sw,HLYLD,Health,Health,Other: Health and Environment,Other: Years of Life Lost to Disability,364,2,1
hlmorbm,HLYLD,Health,Health,Other: Morbidity,Other: Years of Life Lost to Disability,0,2,1
hlmorbconv,HLYLD,Health,Health,Other: Morbidity,Other: Years of Life Lost to Disability,0,2,1
POP,HLYLD,Demography,Health,Other: Population,Other: Years of Life Lost to Disability,3852,1,1
I,HLYLD,Economy,Health,Other: Investment,Other: Years of Life Lost to Disability,1922,1,1
DEATHS,HLYLD,Demography,Health,Other: Mortality,Other: Years of Life Lost to Disability,1922,1,1
migrateinm,HLYLD,Demography,Health,Other: Migration,Other: Years of Life Lost to Disability,1988,2,1
migratebalancesw,HLYLD,Demography,Health,Other: Migration,Other: Years of Life Lost to Disability,1950,2,1
contiguity,HLYLD,Interstate,Health,Other: Alliances,Other: Years of Life Lost to Disability,2018,2,1
ENVPM2PT5,HLYLDWORK,Environment,Health,Other: Carbon Emissions,Other: Years of Life Lost to Disability,367,1,1
hlpm2pt5sw,HLYLDWORK,Health,Health,Other: Health and Environment,Other: Years of Life Lost to Disability,367,2,1
POP,HLYLDWORK,Demography,Health,Other: Population,Other: Years of Life Lost to Disability,0,1,1
hlmorbm,HLYLDWORK,Health,Health,Other: Morbidity,Other: Years of Life Lost to Disability,0,2,1
hlmorbconv,HLYLDWORK,Health,Health,Other: Morbidity,Other: Years of Life Lost to Disability,0,2,1
I,HLYLDWORK,Economy,Health,Other: Investment,Other: Years of Life Lost to Disability,1919,1,1
DEATHS,HLYLDWORK,Demography,Health,Other: Mortality,Other: Years of Life Lost to Disability,1919,1,1
migrateinm,HLYLDWORK,Demography,Health,Other: Migration,Other: Years of Life Lost to Disability,1985,2,1
migratebalancesw,HLYLDWORK,Demography,Health,Other: Migration,Other: Years of Life Lost to Disability,1947,2,1
contiguity,HLYLDWORK,Interstate,Health,Other: Alliances,Other: Years of Life Lost to Disability,2015,2,1
migrateoutm,HLYLDWORK,Demography,Health,Other: Migration,Other: Years of Life Lost to Disability,1986,2,1
ENVPM2PT5,HLYLL,Environment,Health,Other: Carbon Emissions,Other: Years of Life lost to Mortality,363,1,1
hlpm2pt5sw,HLYLL,Health,Health,Other: Health and Environment,Other: Years of Life lost to Mortality,363,2,1
POP,HLYLL,Demography,Health,Other: Population,Other: Years of Life lost to Mortality,0,1,1
DEATHS,HLYLL,Demography,Health,Other: Mortality,Other: Years of Life lost to Mortality,134,1,1
EDYRSAG25,HLYLL,Education,Health,Other: Years of Education,Other: Years of Life lost to Mortality,558,1,1
GOVCORRUPT,HLYLL,Sociopolitical,Health,Other: Corruption,Other: Years of Life lost to Mortality,558,1,1
SFINTLWARMAG,HLYLL,Sociopolitical,Health,Other: State failure,Other: Years of Life lost to Mortality,558,1,1
hlmortcdadltm,HLYLL,Health,Health,Other: Mortality,Other: Years of Life lost to Mortality,148,2,1
svtohlsw,HLYLL,Sociopolitical,Health,Other: Violence,Other: Years of Life lost to Mortality,148,2,1
ENVPM2PT5,HLYLLWORK,Environment,Health,Other: Carbon Emissions,Other: Years of Life lost to Mortality,366,1,1
hlpm2pt5sw,HLYLLWORK,Health,Health,Other: Health and Environment,Other: Years of Life lost to Mortality,366,2,1
POP,HLYLLWORK,Demography,Health,Other: Population,Other: Years of Life lost to Mortality,0,1,1
DEATHS,HLYLLWORK,Demography,Health,Other: Mortality,Other: Years of Life lost to Mortality,135,1,1
EDYRSAG25,HLYLLWORK,Education,Health,Other: Years of Education,Other: Years of Life lost to Mortality,559,1,1
GOVCORRUPT,HLYLLWORK,Sociopolitical,Health,Other: Corruption,Other: Years of Life lost to Mortality,559,1,1
SFINTLWARMAG,HLYLLWORK,Sociopolitical,Health,Other: State failure,Other: Years of Life lost to Mortality,559,1,1
hlmortcdadltm,HLYLLWORK,Health,Health,Other: Mortality,Other: Years of Life lost to Mortality,149,2,1
svtohlsw,HLYLLWORK,Sociopolitical,Health,Other: Violence,Other: Years of Life lost to Mortality,149,2,1
SVDTHSCONFLICTTOT,HOMICIDEINDEX,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
svindexm,HOMICIDEINDEX,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,2,1
SVDTHSOTHERINTERTOT,HOMICIDEINDEX,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
SVDTHSWOMENTOT,HOMICIDEINDEX,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
SVDTHSCHILTOT,HOMICIDEINDEX,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
SVDTHSPOLICSTOT,HOMICIDEINDEX,Sociopolitical,Sociopolitical,Other: Violence,Other: Violence,0,1,1
POP,HOMICIDEINDEX,Demography,Sociopolitical,Other: Population,Other: Violence,0,1,1
LIT,HPI1,Education,Sociopolitical,Sociopolitical: Years of Education,Sociopolitical: Human Development,3,1,1
MALNCHP,HPI1,Demography,Sociopolitical,Sociopolitical: Nutrition,Sociopolitical: Human Development,1,1,1
WATSAFE,HPI1,Infrastructure,Sociopolitical,Sociopolitical: Safe Water,Sociopolitical: Human Development,2,1,1
POP,HPI1,Demography,Sociopolitical,Sociopolitical: Population,Sociopolitical: Human Development,8,1,1
I,HPI1,Economy,Sociopolitical,Sociopolitical: Investment,Sociopolitical: Human Development,677,1,1
DEATHS,HPI1,Demography,Sociopolitical,Sociopolitical: Mortality,Sociopolitical: Human Development,677,1,1
tmortr2,HPI1,Health,Sociopolitical,Sociopolitical: Mortality,Sociopolitical: Human Development,245,2,1
tmortr,HPI1,Health,Sociopolitical,Sociopolitical: Mortality,Sociopolitical: Human Development,246,2,1
GDPPCP,HPI1,Economy,Sociopolitical,Sociopolitical: GDP,Sociopolitical: Human Development,503,1,1
LIFEXP,HPI1,Demography,Sociopolitical,Sociopolitical: Health,Sociopolitical: Human Development,262,1,1
migrateinm,HPI1,Demography,Sociopolitical,Sociopolitical: Migration,Sociopolitical: Human Development,743,2,1
migratebalancesw,HPI1,Demography,Sociopolitical,Sociopolitical: Migration,Sociopolitical: Human Development,705,2,1
contiguity,HPI1,Interstate,Sociopolitical,Sociopolitical: Alliances,Sociopolitical: Human Development,773,2,1
CIVDM,HPI1,Interstate,Sociopolitical,Sociopolitical: Wars,Sociopolitical: Human Development,247,1,1
mortconv,HPI1,Demography,Sociopolitical,Sociopolitical: Mortality,Sociopolitical: Human Development,438,2,1
migrateoutm,HPI1,Demography,Sociopolitical,Sociopolitical: Migration,Sociopolitical: Human Development,744,2,1
POP,HTCGRI,Demography,Sociopolitical,Other: Population,Other: Human Trafficking,1,1,1
DEMOCPOLITY,HTCGRI,Sociopolitical,Sociopolitical,Other: Polity,Other: Human Trafficking,1,1,1
EDSECENRG,HTCGRI,Education,Sociopolitical,Other: Enrollment,Other: Human Trafficking,2,1,1
POP,HTCTPI,Demography,Sociopolitical,Other: Population,Other: Human Trafficking,1,1,1
GOVEFFECT,HTCTPI,Sociopolitical,Sociopolitical,Other: Governance Effectiveness,Other: Human Trafficking,1,1,1
bilateraltradeforwardlinksw,I,Economy,Economy,Economy: Trade,Economy: Investment,111,2,1
contiguity,I,Interstate,Economy,Economy: Alliances,Economy: Investment,228,2,1
DIPLOTREATY,I,Interstate,Economy,Economy: Treaties,Economy: Investment,220,1,1
IGCF,I,Economy,Economy,Economy: Investment,Economy: Investment,0,1,1
PFD,I,Economy,Economy,Economy: Production,Economy: Investment,5,1,1
MS,I,Economy,Economy,Economy: Trade,Economy: Investment,5,1,1
ST,I,Economy,Economy,Economy: Stocks,Economy: Investment,339,1,1
CS,I,Economy,Economy,Economy: consumption,Economy: Investment,6,1,1
INVS,I,Economy,Economy,Economy: Investment,Economy: Investment,6,1,1
GS,I,Economy,Economy,Economy: Government Finance,Economy: Investment,6,1,1
XS,I,Economy,Economy,Economy: Government Finance,Economy: Investment,6,1,1
LD,IALK,Agriculture,Agriculture,Agriculture: Resources,Agriculture: Investment,0,1,2
dkl,IALK,Agriculture,Agriculture,Agriculture: Investment,Agriculture: Investment,0,2,2
CLD,IALK,Agriculture,Agriculture,Agriculture: Nutrition,Agriculture: Investment,0,1,2
INAG,IALK,Agriculture,Agriculture,Agriculture: Investment,Agriculture: Investment,14,1,2
agon,IALK,Agriculture,Agriculture,Agriculture: Investment,Agriculture: Investment,14,2,2
eliasp1,IALK,Agriculture,Agriculture,Agriculture: Production,Agriculture: Investment,1,2,2
eliasp2,IALK,Agriculture,Agriculture,Agriculture: Production,Agriculture: Investment,1,2,2
RETRAT,IALK,Agriculture,Agriculture,Agriculture: Investment,Agriculture: Investment,3,1,2
ldcropm,IALK,Agriculture,Agriculture,Agriculture: Resources,Agriculture: Investment,6,2,2
ictbroadm,ICTBROAD,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
ictbroadtrgtyr,ICTBROAD,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
ictbroadtrgtval,ICTBROAD,Infrastructure,Infrastructure,Other: ICT,Other: ICT,1,2,1
ictbroadfromtelem,ICTBROAD,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
INFRATELE,ICTBROAD,Infrastructure,Infrastructure,Other: Telecommunication,Other: ICT,0,1,1
ictbroadteclowrt,ICTBROAD,Infrastructure,Infrastructure,Other: ICT,Other: ICT,6,2,1
ictbroadtechighrt,ICTBROAD,Infrastructure,Infrastructure,Other: ICT,Other: ICT,6,2,1
ictbroadtecinflection,ICTBROAD,Infrastructure,Infrastructure,Other: ICT,Other: ICT,6,2,1
ictbroadurimpmin,ICTBROAD,Infrastructure,Infrastructure,Other: ICT,Other: ICT,10,2,1
ictbroadurimpmax,ICTBROAD,Infrastructure,Infrastructure,Other: ICT,Other: ICT,10,2,1
POPURBAN,ICTBROAD,Demography,Infrastructure,Other: Population,Other: ICT,10,1,1
GDPPCP,ICTBROAD,Economy,Infrastructure,Other: GDP,Other: ICT,617,1,1
ictbroadsetar,ICTBROAD,Infrastructure,Infrastructure,Other: ICT,Other: ICT,1,2,1
ictbroadseyrtar,ICTBROAD,Infrastructure,Infrastructure,Other: ICT,Other: ICT,1,2,1
GOVREGQUAL,ICTBROAD,Sociopolitical,Infrastructure,Other: Regulatory Quality,Other: ICT,1373,1,1
ICTSPEND,ICTBROAD,Infrastructure,Infrastructure,Other: ICT,Other: ICT,622,1,1
POP,ICTBROAD,Demography,Infrastructure,Other: Population,Other: ICT,0,1,1
ictbroadcostm,ICTBROADCOST,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
ICTBROAD,ICTBROADDEM,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
POP,ICTBROADMOBIL,Demography,Infrastructure,Other: Population,Other: ICT,0,1,1
ICTMOBIL,ICTBROADMOBIL,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
ictbroadmobilm,ICTBROADMOBIL,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
ictbroadmobiltrgtyr,ICTBROADMOBIL,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
ictmobilsaturation,ICTBROADMOBIL,Infrastructure,Infrastructure,Other: ICT,Other: ICT,1,2,1
ictbroadmobiltrgtval,ICTBROADMOBIL,Infrastructure,Infrastructure,Other: ICT,Other: ICT,1,2,1
ictbroadmobilteclowrt,ICTBROADMOBIL,Infrastructure,Infrastructure,Other: ICT,Other: ICT,9,2,1
ictbroadmobiltechighrt,ICTBROADMOBIL,Infrastructure,Infrastructure,Other: ICT,Other: ICT,9,2,1
ictbroadmobiltecinflection,ICTBROADMOBIL,Infrastructure,Infrastructure,Other: ICT,Other: ICT,9,2,1
GDPPCP,ICTBROADMOBIL,Economy,Infrastructure,Other: GDP,Other: ICT,22,1,1
ictbroadmobilsetar,ICTBROADMOBIL,Infrastructure,Infrastructure,Other: ICT,Other: ICT,1,2,1
ictbroadmobilseyrtar,ICTBROADMOBIL,Infrastructure,Infrastructure,Other: ICT,Other: ICT,1,2,1
GOVREGQUAL,ICTBROADMOBIL,Sociopolitical,Infrastructure,Other: Regulatory Quality,Other: ICT,120,1,1
ictbroadmobilcostm,ICTBROADMOBILCOST,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
ICTBROADMOBIL,ICTBROADMOBILDEM,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
ictcomputersm,ICTCOMPUTERS,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
ictcomputersteclowrt,ICTCOMPUTERS,Infrastructure,Infrastructure,Other: ICT,Other: ICT,2,2,1
ictcomputerstechighrt,ICTCOMPUTERS,Infrastructure,Infrastructure,Other: ICT,Other: ICT,2,2,1
ictcomputerstecinflection,ICTCOMPUTERS,Infrastructure,Infrastructure,Other: ICT,Other: ICT,2,2,1
GDPPCP,ICTCOMPUTERS,Economy,Infrastructure,Other: GDP,Other: ICT,2,1,1
ICTINDEX,ICTCONSURPLUS,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
GDPPCP,ICTCONSURPLUS,Economy,Infrastructure,Other: GDP,Other: ICT,7,1,1
ictconsurplusm,ICTCONSURPLUS,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
GDPR,ICTCONSURPLUS,Economy,Infrastructure,Other: GDP,Other: ICT,7,1,1
ICTINDEX,ICTCYBBENEFIT,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
GDPPCP,ICTCYBBENEFIT,Economy,Infrastructure,Other: GDP,Other: ICT,5,1,1
ictcybbenefitm,ICTCYBBENEFIT,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
GDPR,ICTCYBBENEFIT,Economy,Infrastructure,Other: GDP,Other: ICT,5,1,1
ICTCYBBENTOTCUM,ICTCYBBENEFITCUMNET,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
ICTCYBRISKTOTCUM,ICTCYBBENEFITCUMNET,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
ICTCYBBENTOT,ICTCYBBENEFITNET,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
ICTCYBRISKTOT,ICTCYBBENEFITNET,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
ICTCYBBENEFIT,ICTCYBBENTOT,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
ICTCONSURPLUS,ICTCYBBENTOT,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
ICTCYBBENEFIT,ICTCYBBENTOTCUM,Infrastructure,Infrastructure,Other: ICT,Other: ICT,2,1,1
ICTCONSURPLUS,ICTCYBBENTOTCUM,Infrastructure,Infrastructure,Other: ICT,Other: ICT,1,1,1
GDP,ICTCYBBENTOTCUM,Economy,Infrastructure,Other: GDP,Other: ICT,5,1,1
ICTINDEX,ICTCYBEVTCOST,Infrastructure,Infrastructure,Other: ICT,Other: ICT,5,1,1
ICTCYBSECURITY,ICTCYBEVTCOST,Infrastructure,Infrastructure,Other: ICT,Other: ICT,5,1,1
ictcybevtcostm,ICTCYBEVTCOST,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
ictcybevprob,ICTCYBEVTCOST,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
ictcybevcost,ICTCYBEVTCOST,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
ictcybopcostadd,ICTCYBOPCOST,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
ICTCONSURPLUS,ICTCYBOPCOST,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
ICTINDEX,ICTCYBOPCOST,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
GDPPCP,ICTCYBOPCOST,Economy,Infrastructure,Other: GDP,Other: ICT,9,1,1
ICTCYBBENEFIT,ICTCYBOPCOST,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
ICTCYBSECSPEND,ICTCYBRISKTOT,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
ICTCYBEVTCOST,ICTCYBRISKTOT,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
ICTCYBOPCOST,ICTCYBRISKTOT,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
ICTCYBRISKTOT,ICTCYBRISKTOTCUM,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
GDP,ICTCYBRISKTOTCUM,Economy,Infrastructure,Other: GDP,Other: ICT,0,1,1
ictcybsecspendm,ICTCYBSECSPEND,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
ICTINDEX,ICTCYBSECSPEND,Infrastructure,Infrastructure,Other: ICT,Other: ICT,1,1,1
GDPPCP,ICTCYBSECSPEND,Economy,Infrastructure,Other: GDP,Other: ICT,1,1,1
ICTCYBSECSPEND,ICTCYBSECURITY,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
ictcybsecuritym,ICTCYBSECURITY,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
ICTINDEX,ICTCYBSECURITY,Infrastructure,Infrastructure,Other: ICT,Other: ICT,1,1,1
GDPPCP,ICTCYBSECURITY,Economy,Infrastructure,Other: GDP,Other: ICT,5,1,1
ictindexm,ICTINDEX,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
ICTMOBIL,ICTINDEX,Infrastructure,Infrastructure,Other: ICT,Other: ICT,14,1,1
ICTCOMPUTERS,ICTINDEX,Infrastructure,Infrastructure,Other: ICT,Other: ICT,13,1,1
ICTINTNETHH,ICTINDEX,Infrastructure,Infrastructure,Other: ICT,Other: ICT,12,1,1
