NAME,VARID,ModuleNo,Module,SubModel,TYPE,TYPE NAME,ID2,Color,
gdpinformcoeffintercept,,7,Economy,Economy: Informal Economy,2,Parameter,"gdpinformcoeffintercept:  Informal GDP share, intercept of regression model",Green,
gdpinformcoefflabinf,,7,Economy,Economy: Informal Economy,2,Parameter,"gdpinformcoefflabinf:  Informal GDP share, coefficient of Informal Labor Share",Green,
gdpinformcoeffRanD,,7,Economy,Economy: Informal Economy,2,Parameter,"gdpinformcoeffRanD:  Informal GDP share, coefficient of Total R&D spending",Green,
GDPINFORMSHR,,3,Economy,Economy: Informal Economy,1,Variable,GDPINFORMSHR:  Informal Economy (GDP) Share of Total,Green,
gdpinformshrm,,3,Economy,Economy: Informal Economy,2,Parameter,gdpinformshrm:  Informal GDP share multiplier,Green,
GDPP,387,3,Economy,Economy: GDP,1,Variable,GDPP:  Gross domestic product at PPP,Green,
GDPPC,389,3,Economy,Economy: GDP,1,Variable,GDPPC:  GDP per capita,Green,
GDPPCP,390,3,Economy,Economy: GDP,1,Variable,GDPPCP:  GDP per capita at PPP (2011 Thousand US Dollars),Green,
GDPPCP2005,1173,3,Economy,Economy: GDP,1,Variable,GDPPCP2005:  GDP per capita at PPP (2005 Thousand US Dollars),Green,
GDPPCPMF,1358,3,Economy,Economy: GDP,1,Variable,"GDPPCPMF:  GDP per capita at PPP (2011 Thousand US Dollars), by gender",Green,
hlmorbm,511,11,Health,Health: Morbidity,2,Parameter,hlmorbm:  Target Morbidity Multiplier,Purple,
GDPR,393,3,Economy,Economy: GDP,1,Variable,GDPR:  GDP annual growth rate,Green,
GDPRPA,395,3,Economy,Economy: GDP,1,Variable,"GDPRPA:  Gross domestic product, relative price adjusted",Green,
gdpshadowcoeffcorrupt,,7,Economy,Economy: Informal Economy,2,Parameter,"gdpshadowcoeffcorrupt:  Shadow (Informal) GDP share model, coefficient of Corruption",Green,
gdpshadowcoeffintercept,,7,Economy,Economy: Informal Economy,2,Parameter,"gdpshadowcoeffintercept:  Shadow (Informal) GDP share model, intercept of regression model",Green,
gdpshadowcoefflabinf,,7,Economy,Economy: Informal Economy,2,Parameter,"gdpshadowcoefflabinf:  Shadow (Informal) GDP share model, coefficient of Informal Labor Share",Green,
gdpshadowcoeffRanD,,7,Economy,Economy: Informal Economy,2,Parameter,"gdpshadowcoeffRanD:  Shadow (Informal) GDP share model, coefficient of Total R&D spending",Green,
gdpshadowon,,8,Economy,Economy: Informal Economy,2,Parameter,"gdpshadowon:  Shadow/Informal Switch (1=Shadow, 0=Informal)",Green,
GDPSHADOWSHR,,3,Economy,Economy: Informal Economy,1,Variable,GDPSHADOWSHR:  Shadow (Informal) Economy (GDP) Share of Total,Green,
gdpshadowshrm,,3,Economy,Economy: Informal Economy,2,Parameter,gdpshadowshrm:  Shadow (informal) economy share multiplier,Green,
GDS,396,9,Economy,Economy: Government Finance,1,Variable,GDS:  Government expenditures by destination sector,Green,
hlmortcdadltm,513,11,Health,Health: Mortality,2,Parameter,hlmortcdadltm:  Comm. Dis. Mortality Multiplier for Adults 15-49,Purple,
hlmortcdchldm,514,11,Health,Health: Mortality,2,Parameter,hlmortcdchldm:  Comm. Dis. Mortality Multiplier for Children under 5,Purple,
GDSED,397,9,Economy,Economy: Government Finance,1,Variable,"GDSED:  Government expenditures on education by level, portion of total govt expenditure in education",Green,
gdsedm,398,4,Education,Education: Expenditure,2,Parameter,"gdsedm:  Government expenditures on education by level, multiplier",Yellow,
gdsm,399,9,Economy,Economy: Government Finance,2,Parameter,gdsm:  Government expenditures by destination multiplier,Green,
gdsnormalize,400,8,Economy,Economy: Government Finance,2,Parameter,"gdsnormalize:  Government Finance Model Normalization Switch (1=On, 0=Off) (needs rebuild of base)",Green,
GEM,401,9,Sociopolitical,Sociopolitical: Gender Development,1,Variable,GEM:  Gender empowerment measure of UN Development Program,drakgray,
HLOBESITY,518,11,Health,Health: BMI,1,Variable,HLOBESITY:  Obesity Rate,Purple,
hlobesitym,519,11,Health,Health: BMI,2,Parameter,hlobesitym:  Obesity Rate Multiplier,Purple,
hlpm2pt5sw,521,11,Health,Health: Health and Environment,2,Parameter,"hlpm2pt5sw:  Relationship between Residential PM2.5 levels and Respiratory Diseases (1=On, 0=Off)",Purple,
GINIDOM,407,9,Sociopolitical,Sociopolitical: Inequality,1,Variable,"GINIDOM:  Domestic GINI index of inequality (larger is more unequal, from 0 to 1)",drakgray,
ginidomr,408,9,Sociopolitical,Sociopolitical: Inequality,2,Parameter,"ginidomr:  Domestic Gini, ratio to intial condition (0 turns off, computes endogenously)",drakgray,
GINIFULL,409,9,Sociopolitical,Sociopolitical: Inequality,1,Variable,"GINIFULL:  Global GINI index of inequality across states and households (larger is more unequal, from 0 to 1)",drakgray,
GLDCAP,410,1,Agriculture,Agriculture: Resources,1,Variable,"GLDCAP:  Grazing land capacity, MMT of grain equivalent",Red,
hlsmkel,524,11,Health,Health: Smoking,2,Parameter,hlsmkel:  Smoking rate to smoking impact elascticity,Purple,
glocom,412,8,Interstate,Interstate: Alliances,2,Parameter,glocom:  Global community multiplier,Azure,
GOVBAL,414,3,Economy,Economy: Government Finance,1,Variable,GOVBAL:  Government balance (deficit if negative),Green,
GOVBUSCOST,,3,Economy,Economy: Business Regulation,1,Variable,"GOVBUSCOST:  Cost of starting a busness, percent of per capita income",Green,
govbuscostm,,3,Economy,Economy: Business Regulation,2,Parameter,govbuscostm:  Cost of starting a business multiplier,Green,
GOVBUSREGIND,,3,Economy,Economy: Business Regulation,1,Variable,GOVBUSREGIND:  Government regulation of business index (higher is more),Green,
govbusregindm,,3,Economy,Economy: Business Regulation,2,Parameter,govbusregindm:  Government regulation of business index multiplier,Green,
GOVCON,415,3,Economy,Economy: Government Finance,1,Variable,GOVCON:  Government consumption (net of transfers),Green,
hlsmkimeff,525,11,Health,Health: Smoking,2,Parameter,hlsmkimeff:  Smoking change immediate effect,Purple,
govconm,416,3,Economy,Economy: Government Finance,2,Parameter,govconm:  Government consumption multiplier,Green,
HLSMOKING,526,11,Health,Health: Smoking,1,Variable,HLSMOKING:  Smoking Rate (Adults 30+),Purple,
GOVCORRUPT,417,3,Sociopolitical,Sociopolitical: Corruption,1,Variable,"GOVCORRUPT:  Government corruption perception, based on TI (higher is less corrupt)",drakgray,
govcorruptm,418,3,Sociopolitical,Sociopolitical: Corruption,2,Parameter,"govcorruptm:  Government corruption, multiplier",drakgray,
govcorruptsetar,419,3,Sociopolitical,Sociopolitical: Corruption,2,Parameter,govcorruptsetar:  Number of Standard Errors to Target for Government Corruption,drakgray,
govcorruptseyrtar,420,3,Sociopolitical,Sociopolitical: Corruption,2,Parameter,govcorruptseyrtar:  Years to Target number of Standard Errors for Government Corruption,drakgray,
GOVDEBT,421,3,Economy,Economy: Government Finance,1,Variable,GOVDEBT:  Solvency - government debt as percentage of GDP,Green,
goveffconv,422,2,Sociopolitical,Sociopolitical: Governance,2,Parameter,"goveffconv:  Government effectiveness, convergence time to expected value",drakgray,
hlsmokingdecm,528,11,Health,Health: Smoking,2,Parameter,hlsmokingdecm:  Smoking Rate Decrease Multiplier,Purple,
hlsmokingfloor,529,11,Health,Health: Smoking,2,Parameter,hlsmokingfloor:  Smoking Rate Floor,Purple,
HLSMOKINGIMP,530,11,Health,Health: Smoking,2,Parameter,HLSMOKINGIMP:  Smoking Impact,Purple,
hlsmokingincm,531,11,Health,Health: Smoking,2,Parameter,hlsmokingincm:  Smoking Rate Increase Multiplier,Purple,
hlsmokingm,532,11,Health,Health: Smoking,2,Parameter,hlsmokingm:  Smoking Rate Multiplier,Purple,
GOVEXP,428,3,Economy,Economy: Government Finance,1,Variable,GOVEXP:  Government expenditures,Green,
govexpm,429,3,Economy,Economy: Government Finance,2,Parameter,govexpm:  Government expenditures multiplier,Green,
govfinconv,430,3,Economy,Economy: Government Finance,2,Parameter,"govfinconv:  Government financial balances, convergence time to global functions",Green,
GOVHHPENT,431,3,Economy,Economy: Government Finance,1,Variable,"GOVHHPENT:  Government to household transfers for pensions, total",Green,
govhhpentndpctuse,433,3,Economy,Economy: Government Finance,2,Parameter,"govhhpentndpctuse:  Government to household transfers needed for pensions, total",Green,
GOVHHTRN,434,3,Economy,Economy: Government Finance,1,Variable,GOVHHTRN:  Government to household transfers,Green,
GOVHHTRNPEN,435,3,Economy,Economy: Government Finance,1,Variable,"GOVHHTRNPEN:  Government to household transfers, pensions",Green,
govhhtrnpenm,436,3,Economy,Economy: Government Finance,2,Parameter,"govhhtrnpenm:  Government to household pension transfers, multiplier",Green,
GOVHHTRNWEL,437,3,Economy,Economy: Government Finance,1,Variable,"GOVHHTRNWEL:  Government to household transfers, welfare (all non-pension transfers)",Green,
govhhtrnwelm,438,3,Economy,Economy: Government Finance,2,Parameter,"govhhtrnwelm:  Government to household welfare (all non-pension) transfers, multipier",Green,
hlsmokingtcs,535,11,Health,Health: Smoking,2,Parameter,hlsmokingtcs:  Tobacco Control Score,Purple,
hlsmokingtcsel,536,11,Health,Health: Smoking,2,Parameter,hlsmokingtcsel:  TCS elasticity,Purple,
hlsmokingtcsm,537,11,Health,Health: Smoking,2,Parameter,hlsmokingtcsm:  Tobacco Control Score Multiplier,Purple,
HLSTUNT,540,11,Health,Health: Stunting,1,Variable,HLSTUNT:  Stunting Rate (Percentage of the Total Population that is affected by childhood malnutrition).,Purple,
hltfragehalflife,545,11,Demography,Demography: Birth and Fertility,2,Parameter,hltfragehalflife:  Number of years after which fertility halves,Blue,
hltfrageinit,546,11,Demography,Demography: Birth and Fertility,2,Parameter,hltfrageinit:  Initial Age to start fertitlity distribution,Blue,
hltfragepeak,547,11,Demography,Demography: Birth and Fertility,2,Parameter,hltfragepeak:  Peak Age of fertitlity distribution,Blue,
GOVREV,449,3,Economy,Economy: Government Finance,1,Variable,"GOVREV:  Government revenue, all tax and other sources",Green,
hltfragestop,548,11,Demography,Demography: Birth and Fertility,2,Parameter,hltfragestop:  Age of Menopause to stop fertitlity distribution,Blue,
GOVREVDOM,1342,3,Economy,Economy: Government Finance,1,Variable,"GOVREVDOM:  Government revenue, from domestic sources",Green,
hltfrconv,549,11,Demography,Demography: Birth and Fertility,2,Parameter,hltfrconv:  Convergence to Target Fertility,Blue,
hltfrpeaklevel,550,11,Demography,Demography: Birth and Fertility,2,Parameter,hltfrpeaklevel:  Peak level for fertility distribution,Blue,
govrevm,450,3,Economy,Economy: Government Finance,2,Parameter,govrevm:  Government revenues multiplier,Green,
govrevtrgtval,,3,Economy,Economy: Government Finance,2,Parameter,"govrevtrgtval:  Government Revenue, Target Value as Percentage of GDP",Green,
govrevtrgtyr,,3,Economy,Economy: Government Finance,2,Parameter,"govrevtrgtyr:  Government Revenue, no of years to Raise Revenue Collection to a Target Level",Green,
HLYLD,553,11,Health,Health: Years of Life Lost to Disability,1,Variable,HLYLD:  Years of living with disability,Purple,
HLYLDWORK,554,11,Health,Health: Years of Life Lost to Disability,1,Variable,HLYLDWORK:  Years of living with disability at working age (15 to 59),Purple,
HLYLL,555,11,Health,Health: Years of Life lost to Mortality,1,Variable,HLYLL:  Years of Life Lost,Purple,
HLYLLWORK,556,11,Health,Health: Years of Life lost to Mortality,1,Variable,HLYLLWORK:  Years of Life Lost at working age (15 to 59),Purple,
GRAMSPC,1203,1,Agriculture,Agriculture: Nutrition,1,Variable,GRAMSPC:  Food Supply per Capita per day in grams,Red,
ICTBROAD,562,11,Infrastructure,Infrastructure: ICT,1,Variable,ICTBROAD:  Percentage of Population with access to Fixed Broadband Technology,Brown,
ICTBROADCOST,563,11,Infrastructure,Infrastructure: ICT,1,Variable,"ICTBROADCOST:  Infrastructure, ICT, broadband, cost of adding a new broadband connection",Brown,
GS,457,3,Economy,Economy: Government Finance,1,Variable,GS:  Govt expenditures by sector of origin,Green,
HDI,458,9,Sociopolitical,Sociopolitical: Human Development,1,Variable,"HDI:  Human development index, UN Development Program's measure",drakgray,
HDI21STFIX,459,9,Sociopolitical,Sociopolitical: Human Development,1,Variable,"HDI21STFIX:  Human development index, fixed but higher maximums for the 21st century",drakgray,
hdiedslemaxun,1388,9,Sociopolitical,Sociopolitical: Human Development,2,Parameter,"hdiedslemaxun:  Education, school life expectancy, maximum for HDI, set by UNDP",drakgray,
hdiedsleminun,1389,9,Sociopolitical,Sociopolitical: Human Development,2,Parameter,"hdiedsleminun:  Education, school life expectancy, minimum for HDI, set by UNDP",drakgray,
hdiedyrsmaxun,1386,9,Sociopolitical,Sociopolitical: Human Development,2,Parameter,"hdiedyrsmaxun:  Education, average years of 25+, maximum for HDI, set by UNDP",drakgray,
hdiedyrsminun,1391,9,Sociopolitical,Sociopolitical: Human Development,2,Parameter,"hdiedyrsminun:  Education, average years of 25+, minimum for HDI, set by UNDP",drakgray,
HDIFLOAT,460,9,Sociopolitical,Sociopolitical: Human Development,1,Variable,"HDIFLOAT:  Human development index, UNDP's measure tied to global maximum performation",drakgray,
hdigdppcmax,461,9,Sociopolitical,Sociopolitical: Human Development,2,Parameter,"hdigdppcmax:  GDP per capita maximum for 21st century HDI calculation, fixed",drakgray,
hdigdppcmaxun,1385,9,Sociopolitical,Sociopolitical: Human Development,2,Parameter,"hdigdppcmaxun:  GDP per capita maximum for HDI, by gender, set by UNDP",drakgray,
hdigdppcminun,1392,9,Sociopolitical,Sociopolitical: Human Development,2,Parameter,"hdigdppcminun:  GDP per capita minimum for HDI, by gender, set by UNDP",drakgray,
hdilifemax,462,9,Sociopolitical,Sociopolitical: Human Development,2,Parameter,hdilifemax:  Life expectancy maximum for HDI calculation,drakgray,
hdilifemaxf,463,9,Sociopolitical,Sociopolitical: Human Development,2,Parameter,"hdilifemaxf:  Life expectancy maximum for 21st century HDI calculation, fixed",drakgray,
hdilifemaxun,1387,9,Sociopolitical,Sociopolitical: Human Development,2,Parameter,"hdilifemaxun:  Life expectancy maximum for HDI, by gender, set by UNDP",drakgray,
hdilifeminun,1390,9,Sociopolitical,Sociopolitical: Human Development,2,Parameter,"hdilifeminun:  Life expectancy minimum for HDI, by gender, set by UNDP",drakgray,
HDIMF,1357,9,Sociopolitical,Sociopolitical: Human Development,1,Variable,"HDIMF:  Human development index, by gender, new formulation",drakgray,
HDINEW,464,9,Sociopolitical,Sociopolitical: Human Development,1,Variable,"HDINEW:  Human development index, new formulation from HDR 2010",drakgray,
HHDIVINT,465,3,Economy,Economy: Incomes,1,Variable,"HHDIVINT:  Household dividends and interest (from firms), by skill level",Green,
HHGOVSS,466,3,Economy,Economy: Payments,1,Variable,"HHGOVSS:  Household social security payments to government, by skill level",Green,
HHINC,467,3,Economy,Economy: Incomes,1,Variable,"HHINC:  Household income, by skill level",Green,
HHINCDIS,1317,3,Economy,Economy: Incomes,1,Variable,"HHINCDIS:  Household income, disposable income, by skill level",Green,
HHINCDISPC,1315,3,Economy,Economy: Incomes,1,Variable,"HHINCDISPC:  Household income, disposable income per capita, by skill level",Green,
HHINCEARN,1316,3,Economy,Economy: Incomes,1,Variable,"HHINCEARN:  Household income, total earning, by skill level",Green,
HHINCPC,468,3,Economy,Economy: Incomes,1,Variable,"HHINCPC:  Household income per capita, by skill level",Green,
HHPOP,469,3,Demography,Demography: Population,1,Variable,"HHPOP:  Household population size, by skill level",Blue,
HHRETIRENEED,470,3,Economy,Economy: Incomes,1,Variable,HHRETIRENEED:  Annual retirement expenditure need for entire society,Green,
HHSAV,471,3,Economy,Economy: Savings,1,Variable,"HHSAV:  Household savings, by skill level",Green,
hhsaveneedrat,472,2,Economy,Economy: Savings,1,Variable,hhsaveneedrat:  Ratio of accumulated savings to Integrated need for pensions,Green,
HHSAVNEEDSTOCK,473,3,Economy,Economy: Savings,1,Variable,HHSAVNEEDSTOCK:  Integrated need for non-govt system savings across all existing retirees,Green,
HHSAVSTOCK,474,3,Economy,Economy: Savings,1,Variable,HHSAVSTOCK:  Accumulated savings,Green,
HHSAVSURSTOCK,475,3,Economy,Economy: Savings,1,Variable,HHSAVSURSTOCK:  Surplus (or deficit) of savings for retirement,Green,
HHSIZE,476,2,Demography,Demography: Demography,1,Variable,"HHSIZE:  Household size, numbe of people in a household",Blue,
hhsizem,477,2,Demography,Demography: Demography,2,Parameter,"hhsizem:  Household size, numbe of people in a household, multiplier on",Blue,
HHTAX,478,3,Economy,Economy: Taxation,1,Variable,"HHTAX:  Household taxes, by skill level",Green,
HHTAXR,479,3,Economy,Economy: Taxation,1,Variable,"HHTAXR:  Household tax rate, by skill level (percent of income)",Green,
hhtaxrm,480,3,Economy,Economy: Taxation,2,Parameter,"hhtaxrm:  Household tax rate multiplier, by skill level",Green,
HHTOTAL,481,2,Demography,Demography: Demography,1,Variable,"HHTOTAL:  Household, number of households",Blue,
HIVCASES,483,2,Demography,Demography: HIV/AIDS,1,Variable,HIVCASES:  HIV cases,Blue,
hivincr,485,2,Demography,Demography: HIV/AIDS,2,Parameter,"hivincr:  HIV infection rate, annual increase rate during historic period",Blue,
hivm,486,2,Demography,Demography: HIV/AIDS,2,Parameter,"hivm:  HIV infection rate of advance, multiplier",Blue,
hivpeakr,489,2,Demography,Demography: HIV/AIDS,2,Parameter,hivpeakr:  HIV infection rate at year of epidemic peak,Blue,
hivpeakyr,490,2,Demography,Demography: HIV/AIDS,2,Parameter,"hivpeakyr:  HIV, year of epidemic peak",Blue,
HIVRATE,491,2,Demography,Demography: HIV/AIDS,1,Variable,"HIVRATE:  HIV infection, rate, percentage of adult population",Blue,
hivtadvr,492,2,Demography,Demography: HIV/AIDS,2,Parameter,"hivtadvr:  HIV technical control, annual advance in infection rate reduction",Blue,
ictbroadcostm,565,11,Infrastructure,Infrastructure: ICT,2,Parameter,"ictbroadcostm:  Infrastructure, ICT, broadband, multiplier on cost of adding a new broadband connection",Brown,
ICTBROADDEM,567,11,Infrastructure,Infrastructure: ICT,1,Variable,"ICTBROADDEM:  Percentage of Population with access to Fixed Broadband Technology, demand",Brown,
ictbroadfromtelem,568,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictbroadfromtelem:  ICT Broadband From Telephone multiplier,Brown,
ictbroadm,570,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictbroadm:  ICT Broadband multiplier,Brown,
ICTBROADMOBIL,571,11,Infrastructure,Infrastructure: ICT,1,Variable,ICTBROADMOBIL:  Population with access to mobile broadband technology,Brown,
ICTBROADMOBILCOST,572,11,Infrastructure,Infrastructure: ICT,1,Variable,"ICTBROADMOBILCOST:  Infrastructure, ICT, broadband mobile, cost of adding a new broadband connection",Brown,
ictbroadmobilcostm,574,11,Infrastructure,Infrastructure: ICT,2,Parameter,"ictbroadmobilcostm:  Infrastructure, ICT, broadband mobile, multiplier on cost of adding a new broadband connection",Brown,
ICTBROADMOBILDEM,576,11,Infrastructure,Infrastructure: ICT,1,Variable,"ICTBROADMOBILDEM:  Percentage of Population with access to Mobile Broadband Technology, demand",Brown,
ictbroadmobilm,578,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictbroadmobilm:  ICT Mobile Broadband multiplier,Brown,
ictbroadmobilsetar,579,11,Infrastructure,Infrastructure: ICT,2,Parameter,"ictbroadmobilsetar:  Infrastructure, ICT Mobile BroadBand, strandard error target",Brown,
ictbroadmobilseyrtar,580,11,Infrastructure,Infrastructure: ICT,2,Parameter,"ictbroadmobilseyrtar:  Infrastructure, ICT Mobile BroadBand, years to target standard error",Brown,
ictbroadmobiltechighrt,581,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictbroadmobiltechighrt:  Maximum growth rate for mobile broadband logistic diffusion model,Brown,
ictbroadmobiltecinflection,582,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictbroadmobiltecinflection:  Inflection point for mobile broadband logistic diffusion model,Brown,
ictbroadmobilteclowrt,583,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictbroadmobilteclowrt:  Minimum growth rate for mobile broadband logistic diffusion model,Brown,
ictbroadmobiltrgtval,584,11,Infrastructure,Infrastructure: ICT,2,Parameter,"ictbroadmobiltrgtval:  Mobile broadband access, value for fixed target, works with ictbroadmobiltrgtyr",Brown,
ictbroadmobiltrgtyr,585,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictbroadmobiltrgtyr:  Universal Mobile Broadband Access Target Year (number of years from starting point),Brown,
ictbroadsetar,586,11,Infrastructure,Infrastructure: ICT,2,Parameter,"ictbroadsetar:  Infrastructure, ICT Fixed BroadBand, strandard error target",Brown,
ictbroadseyrtar,587,11,Infrastructure,Infrastructure: ICT,2,Parameter,"ictbroadseyrtar:  Infrastructure, ICT Fixed BroadBand, years to target standard error",Brown,
ictbroadtechighrt,588,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictbroadtechighrt:  Maximum Growth in Technological factor for Broadband Internet Access.,Brown,
ictbroadtecinflection,589,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictbroadtecinflection:  Penetration Rate at which Growth in Technological factor starts to decrease for Broadband Internet Access.,Brown,
ictbroadteclowrt,590,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictbroadteclowrt:  Minimum Growth in Technological factor for Broadband Internet Access.,Brown,
ictbroadtrgtval,591,11,Infrastructure,Infrastructure: ICT,2,Parameter,"ictbroadtrgtval:  Fixed broadband access, value for fixed target, works with ictbroadtrgtyr",Brown,
ictbroadtrgtyr,592,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictbroadtrgtyr:  Universal Fixed Broadband Access Target Year (number of years from starting point),Brown,
ictbroadurimpmax,593,11,Infrastructure,Infrastructure: ICT,2,Parameter,"ictbroadurimpmax:  Broadband, fixed, impact from urbanization, maximum",Brown,
ictbroadurimpmin,594,11,Infrastructure,Infrastructure: ICT,2,Parameter,"ictbroadurimpmin:  Broadband, fixed, impact from urbanization, minimum",Brown,
ICTCOMPUTERS,595,11,Infrastructure,Infrastructure: ICT,1,Variable,ICTCOMPUTERS:  Percentage of Households with Personal Computer,Brown,
ictcomputerstechighrt,596,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictcomputerstechighrt:  Maximum Growth in Technological factor for personal computers ownership,Brown,
ictcomputerstecinflection,597,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictcomputerstecinflection:  Penetration Rate at which Growth in Technological factor starts to decrease for personal computers ownership,Brown,
ictcomputersteclowrt,598,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictcomputersteclowrt:  Minimum Growth in Technological factor for personal computers ownership,Brown,
ICTINDEX,599,11,Infrastructure,Infrastructure: ICT,1,Variable,"ICTINDEX:  ICT index, physical capacity",Brown,
ICTMOBIL,601,11,Infrastructure,Infrastructure: ICT,1,Variable,ICTMOBIL:  Mobile phones per 100 people,Brown,
ICTMOBILCOST,602,11,Infrastructure,Infrastructure: ICT,1,Variable,"ICTMOBILCOST:  Infrastructure, ICT, mobile, cost of adding a subscriber",Brown,
ictmobilcostm,604,11,Infrastructure,Infrastructure: ICT,2,Parameter,"ictmobilcostm:  Infrastructure, ICT, mobile, multiplier on cost of adding a subscriber",Brown,
ICTMOBILDEM,606,11,Infrastructure,Infrastructure: ICT,1,Variable,"ICTMOBILDEM:  Percentage of Population with Mobile Phone, demand",Brown,
ictmobilsaturation,608,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictmobilsaturation:  Maximum number of mobile phone or mobile broadband per 100 people,Brown,
ictmobilsetar,609,11,Infrastructure,Infrastructure: ICT,2,Parameter,"ictmobilsetar:  Infrastructure, ICT Mobile Phones, strandard error target",Brown,
ictmobilseyrtar,610,11,Infrastructure,Infrastructure: ICT,2,Parameter,"ictmobilseyrtar:  Infrastructure, ICT Mobile Phones, years to target standard error",Brown,
ictmobiltechighrt,611,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictmobiltechighrt:  Maximum Growth in Technological factor for Mobile Phone Access.,Brown,
ictmobiltecinflection,612,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictmobiltecinflection:  Penetration Rate at which Growth in Technological factor starts to decrease for Mobile Phone Access.,Brown,
ictmobilteclowrt,613,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictmobilteclowrt:  Minimum Growth in Technological factor for Mobile Phone Access.,Brown,
ICTSPEND,615,11,Infrastructure,Infrastructure: ICT,1,Variable,"ICTSPEND:  Information communication technology spending, percent of GDP",Brown,
ictspendm,616,11,Infrastructure,Infrastructure: ICT,2,Parameter,ictspendm:  ICT spending multiplier,Brown,
INFRABUDDEMMNT,634,11,Infrastructure,Infrastructure: Budget,1,Variable,"INFRABUDDEMMNT:  Infrastructure, initial demand for public funds, maintenance, before budget reconciliation",Brown,
INFRABUDDEMNEW,635,11,Infrastructure,Infrastructure: Budget,1,Variable,"INFRABUDDEMNEW:  Infrastructure, initial demand for public funds, new construction, before budget reconciliation",Brown,
INFRAELEC,639,11,Infrastructure,Infrastructure: Electricity,1,Variable,"INFRAELEC:  Infrastructure, electricity use intensity",Brown,
INFRAELECACC,640,11,Infrastructure,Infrastructure: Electricity,1,Variable,"INFRAELECACC:  Electricity, percent of population with access",Brown,
INFRAELECACCDEM,641,11,Infrastructure,Infrastructure: Electricity,1,Variable,"INFRAELECACCDEM:  Electricity, percent of population with access, desired",Brown,
infraelecaccm,642,11,Infrastructure,Infrastructure: Electricity,2,Parameter,"infraelecaccm:  Electricity access, multiplier",Brown,
INFRAELECACCRURALCOST,643,11,Infrastructure,Infrastructure: Electricity,1,Variable,"INFRAELECACCRURALCOST:  Infrastructure, electricity access , rural, cost of a new connection (including transmission and distribution)",Brown,
infraelecaccruralcostm,645,11,Infrastructure,Infrastructure: Electricity,2,Parameter,"infraelecaccruralcostm:  Infrastructure, electricity access, rural, multiplier on cost of adding a connection",Brown,
hlstuntyrs,1300,2,Health,Health: Stunting,2,Parameter,hlstuntyrs:  Stunting years for moving average,Purple,
infraelecaccsetar,648,11,Infrastructure,Infrastructure: Electricity,2,Parameter,"infraelecaccsetar:  Infrastructure, electricity access, strandard error target",Brown,
infraelecaccseyrtar,649,11,Infrastructure,Infrastructure: Electricity,2,Parameter,"infraelecaccseyrtar:  Infrastructure, electricity access, years to target standard error",Brown,
infraelecacctrgtval,650,11,Infrastructure,Infrastructure: Electricity,2,Parameter,"infraelecacctrgtval:  Electricity access target, value for fixed target,  works with infraelecacctrgtyr",Brown,
infraelecacctrgtyr,651,11,Infrastructure,Infrastructure: Electricity,2,Parameter,infraelecacctrgtyr:  Universal Electricity Access Target Year (number of years from starting point),Brown,
INFRAELECACCURBANCOST,652,11,Infrastructure,Infrastructure: Electricity,1,Variable,"INFRAELECACCURBANCOST:  Infrastructure, electricity access , urban, cost of a new connection (including transmission and distribution)",Brown,
infraelecaccurbancostm,654,11,Infrastructure,Infrastructure: Electricity,2,Parameter,"infraelecaccurbancostm:  Infrastructure, electricity access, urban, multiplier on cost of adding a connection",Brown,
INFRAELECADJFACT,657,11,Infrastructure,Infrastructure: Electricity,1,Variable,"INFRAELECADJFACT:  Energy, electricity, adjustment factor between capacity and production",Brown,
INFRAELECCONSPRODRATIO,660,11,Infrastructure,Infrastructure: Electricity,1,Variable,"INFRAELECCONSPRODRATIO:  Energy, electricity, ratio of production to consumption",Brown,
INFRAELECGENCAP,661,11,Infrastructure,Infrastructure: Electricity,1,Variable,INFRAELECGENCAP:  Electricity generation capacity per person,Brown,
INFRAELECGENCAPDEM,662,11,Infrastructure,Infrastructure: Electricity,1,Variable,"INFRAELECGENCAPDEM:  Infrastructure, electricity, generation capacity per person, desired",Brown,
HPI1,557,9,Sociopolitical,Sociopolitical: Human Development,1,Variable,"HPI1:  Human poverty index 1, UN Development Program's measure",drakgray,
infraelecgencapm,664,11,Infrastructure,Infrastructure: Electricity,2,Parameter,"infraelecgencapm:  Infrastructure, electricity, generation capacity per person, multiplier",Brown,
